NumberOfFollowings,NumberOfFollowers,NumberOfTweets,AccountAge,no_userfavourites,no_retweets,no_statuses,spammer
643,313,66,115,0.4867807153965785,0.5739130434782609,0.9076923076923076,1
146,33,54,206,0.2260273972602739,0.2621359223300971,0.0980392156862745,1
966,419,290,15,0.4337474120082816,19.33333333333333,0.0,1
3093,2848,3496,99,0.9207888781118656,35.313131313131315,0.0,1
98,1,1,0,0.010204081632653,inf,0.0,1
1999,254,107,58,0.1270635317658829,1.8448275862068968,0.46,1
184,45,54,2,0.2445652173913043,27.0,0.0,1
1167,77,7,5,0.065981148243359,1.4,0.4285714285714285,1
976,194,65,42,0.1987704918032787,1.5476190476190477,0.0,1
994,388,229,13,0.3903420523138833,17.615384615384617,0.0,1
1997,899,428,71,0.4501752628943415,6.028169014084507,0.915,1
972,889,3,110,0.9146090534979424,0.0272727272727272,0.0,1
919,159,34,1,0.1730141458106637,34.0,0.0,1
721,151,21,22,0.2094313453536754,0.9545454545454546,0.0,1
426,327,17,20,0.7676056338028169,0.85,0.0,1
136,18,12,143,0.1323529411764706,0.0839160839160839,0.0,1
1647,1181,33,98,0.7170613236187007,0.336734693877551,0.0,1
512,130,193,37,0.25390625,5.216216216216216,0.0,1
135,2,2,0,0.0148148148148148,inf,0.0,1
172,2,1,0,0.0116279069767441,inf,0.0,1
756,333,343,16,0.4404761904761904,21.4375,0.0,1
1239,412,33,18,0.3325262308313155,1.8333333333333333,0.0,1
189,0,24,2,0.0,12.0,0.7083333333333334,1
888,4,1,0,0.0045045045045045,inf,0.0,1
398,2,1,0,0.0050251256281407,inf,0.0,1
937,8,48,2,0.0085378868729989,24.0,0.75,1
2005,1042,1248,60,0.5197007481296758,20.8,0.0,1
1466,317,21,55,0.2162346521145975,0.3818181818181818,0.0,1
1898,388,98,11,0.2044257112750263,8.909090909090908,0.0,1
235,27,82,140,0.1148936170212766,0.5857142857142857,0.075,1
987,20,1,0,0.0202634245187436,inf,0.0,1
1443,590,45,95,0.4088704088704089,0.4736842105263157,0.0,1
949,746,204,35,0.78609062170706,5.828571428571428,0.0,1
1860,1473,1323,98,0.7919354838709678,13.5,0.0,1
270,1,2,0,0.0037037037037037,inf,0.0,1
1783,353,8,15,0.197980931015143,0.5333333333333333,0.0,1
499,260,147,23,0.5210420841683366,6.391304347826087,0.1917808219178082,1
1425,500,517,24,0.3508771929824561,21.541666666666668,0.0,1
1786,1669,1511,50,0.9344904815229564,30.22,0.0,1
1462,134,222,18,0.0916552667578659,12.333333333333334,0.8090452261306532,1
441,93,115,11,0.2108843537414966,10.454545454545457,0.0,1
1998,392,38,47,0.1961961961961962,0.8085106382978723,0.0263157894736842,1
3393,3117,1,45,0.918656056587091,0.0222222222222222,1.0,1
497,48,2,183,0.096579476861167,0.0109289617486338,0.0,1
1922,828,9,4,0.4308012486992716,2.25,0.1111111111111111,1
4370,4129,1472,70,0.9448512585812358,21.02857142857143,0.0,1
216,141,1939,119,0.6527777777777778,16.294117647058822,1.905,1
464,305,1622,126,0.6573275862068966,12.873015873015872,0.7391304347826086,1
1803,490,129,11,0.2717692734331669,11.727272727272728,0.3410852713178294,1
1873,1539,3733,148,0.8216764548852109,25.22297297297297,0.0,1
407,306,115,30,0.7518427518427518,3.8333333333333335,0.2018348623853211,1
9737,9060,63526,208,0.9304713977611174,305.41346153846155,0.3467336683417085,1
1960,941,345,32,0.4801020408163265,10.78125,0.005,1
306,48,15,9,0.1568627450980392,1.6666666666666667,0.0,1
38,19,76,0,0.5,inf,0.0,1
240,138,278,141,0.575,1.9716312056737588,0.75625,1
2219,2018,1171,157,0.9094186570527264,7.45859872611465,0.0687830687830687,1
722,344,74,9,0.4764542936288088,8.222222222222221,0.0422535211267605,1
1375,164,10,8,0.1192727272727272,1.25,0.0,1
1724,1242,8,40,0.7204176334106729,0.2,0.125,1
1576,947,9,17,0.6008883248730964,0.5294117647058824,0.1111111111111111,1
1512,1315,306,114,0.8697089947089947,2.6842105263157894,0.3641618497109826,1
950,190,65,14,0.2,4.642857142857143,0.0,1
264,22,5,3,0.0833333333333333,1.6666666666666667,0.0,1
1294,639,19,30,0.4938176197836167,0.6333333333333333,0.0,1
877,121,51,14,0.1379703534777651,3.642857142857143,0.0,1
422,73,4,14,0.1729857819905213,0.2857142857142857,0.0,1
614,523,64,136,0.8517915309446255,0.4705882352941176,0.4615384615384615,1
1044,155,6,16,0.1484674329501915,0.375,0.0,1
196,10,1,11,0.0510204081632653,0.0909090909090909,0.0,1
1899,1301,10,22,0.685097419694576,0.4545454545454545,0.1,1
530,205,87,4,0.3867924528301887,21.75,0.0,1
1193,441,275,9,0.3696563285834032,30.55555555555556,0.0,1
411,28,461,0,0.0681265206812652,inf,0.0,1
1474,1295,593,97,0.878561736770692,6.11340206185567,0.0,1
1377,802,78,11,0.5824255628177197,7.090909090909091,0.0128205128205128,1
1898,901,160,20,0.4747102212855637,8.0,0.0,1
337,187,35,9,0.5548961424332344,3.888888888888889,0.2058823529411764,1
95,0,1,2,0.0,0.5,0.0,1
1310,267,17,12,0.2038167938931297,1.4166666666666667,0.0,1
2993,2880,46,45,0.9622452388907452,1.022222222222222,1.0,1
955,531,289,12,0.556020942408377,24.08333333333333,0.0,1
847,277,85,26,0.3270365997638725,3.269230769230769,0.0,1
301,249,750,153,0.8272425249169435,4.901960784313726,0.2891566265060241,1
907,659,414,11,0.7265711135611908,37.63636363636363,0.0251256281407035,1
1071,94,6,75,0.0877684407096171,0.08,0.0,1
658,8,2,0,0.0121580547112462,inf,0.0,1
1459,378,16,14,0.2590815627141878,1.1428571428571428,0.0,1
1921,131,1,3,0.0681936491410723,0.3333333333333333,0.0,1
193,67,624,103,0.3471502590673575,6.058252427184466,0.72,1
1221,562,12,25,0.4602784602784602,0.48,0.0,1
544,13,2,0,0.0238970588235294,inf,0.0,1
1999,783,67,59,0.391695847923962,1.1355932203389831,0.5161290322580645,1
426,112,18,40,0.2629107981220657,0.45,0.1428571428571428,1
993,328,112,11,0.3303121852970795,10.181818181818182,0.0178571428571428,1
1961,443,3,50,0.2259051504334523,0.06,0.0,1
1611,1338,495,39,0.8305400372439479,12.692307692307692,0.08,1
1428,854,1,27,0.5980392156862745,0.037037037037037,0.0,1
560,5,9,1,0.0089285714285714,9.0,0.0,1
168,62,1,24,0.369047619047619,0.0416666666666666,0.0,1
1742,335,64,5,0.1923076923076923,12.8,0.015625,1
86,12,8,1,0.1395348837209302,8.0,0.125,1
391,152,152,8,0.3887468030690537,19.0,0.0,1
365,69,54,85,0.1890410958904109,0.6352941176470588,0.0,1
439,221,1337,184,0.5034168564920274,7.266304347826087,0.875,1
1391,254,26,201,0.1826024442846872,0.1293532338308457,0.04,1
593,27,46,16,0.0455311973018549,2.875,0.391304347826087,1
1262,117,5,15,0.0927099841521394,0.3333333333333333,0.0,1
1498,266,36,18,0.1775700934579439,2.0,0.0555555555555555,1
893,445,261,20,0.4983202687569988,13.05,0.325,1
73,30,155,174,0.410958904109589,0.8908045977011494,0.2835820895522388,1
361,26,1,3,0.0720221606648199,0.3333333333333333,0.0,1
1100,836,929,102,0.76,9.107843137254902,0.5477386934673367,1
173,59,125,172,0.3410404624277456,0.7267441860465116,0.0,1
452,259,19,72,0.5730088495575221,0.2638888888888889,0.0,1
13,0,4,25,0.0,0.16,0.0,1
939,607,18,100,0.6464323748668797,0.18,0.0,1
1288,907,234,57,0.7041925465838509,4.105263157894737,0.0,1
370,14,1,3,0.0378378378378378,0.3333333333333333,0.0,1
193,1,1,6,0.005181347150259,0.1666666666666666,0.0,1
644,87,1,49,0.1350931677018633,0.0204081632653061,0.0,1
664,17,1,3,0.0256024096385542,0.3333333333333333,0.0,1
190,0,1,3,0.0,0.3333333333333333,0.0,1
429,7,1,3,0.0163170163170163,0.3333333333333333,0.0,1
196,4,1,3,0.0204081632653061,0.3333333333333333,0.0,1
382,3,1,3,0.0078534031413612,0.3333333333333333,0.0,1
373,6,1,3,0.0160857908847185,0.3333333333333333,0.0,1
377,11,1,5,0.0291777188328912,0.2,0.0,1
161,367,254,119,2.279503105590062,2.134453781512605,0.3585858585858585,1
2000,1022,805,148,0.511,5.4391891891891895,0.0335570469798657,1
906,316,20,87,0.3487858719646799,0.2298850574712643,0.5789473684210527,1
312,176,486,133,0.5641025641025641,3.654135338345865,0.3807106598984771,1
1919,178,562,46,0.0927566440854611,12.217391304347826,0.0,1
623,179,10,7,0.2873194221508828,1.4285714285714286,0.0,1
2001,749,24,27,0.3743128435782109,0.8888888888888888,0.0,1
1474,1171,35,20,0.7944369063772049,1.75,0.0285714285714285,1
265,40,14,2,0.1509433962264151,7.0,0.75,1
1783,206,1,4,0.1155356141334829,0.25,0.0,1
539,30,59,1,0.0556586270871985,59.0,0.0,1
1527,976,68,29,0.639161755075311,2.3448275862068964,0.3823529411764705,1
840,415,10,20,0.494047619047619,0.5,0.1,1
272,132,899,181,0.4852941176470588,4.966850828729282,0.1717171717171717,1
381,383,18,19,1.005249343832021,0.9473684210526316,0.0,1
198,14,30,0,0.0707070707070707,inf,0.0,1
1349,500,60,130,0.3706449221645663,0.4615384615384615,0.6724137931034483,1
158,41,1,5,0.2594936708860759,0.2,1.0,1
7191,6665,2266,194,0.9268530107078292,11.68041237113402,0.0,1
520,60,11,152,0.1153846153846153,0.0723684210526315,0.0,1
227,3,3,0,0.013215859030837,inf,0.0,1
1804,1981,26,33,1.0981152993348116,0.7878787878787878,0.0,1
365,170,62,34,0.4657534246575342,1.8235294117647056,0.0,1
622,32,14,0,0.0514469453376205,inf,0.0,1
405,47,9,0,0.1160493827160493,inf,0.0,1
672,87,66,26,0.1294642857142857,2.5384615384615383,0.0,1
996,750,141,11,0.7530120481927711,12.818181818181818,0.6916666666666667,1
838,240,81,44,0.2863961813842482,1.8409090909090908,0.0493827160493827,1
1905,817,49,28,0.4288713910761155,1.75,0.0408163265306122,1
1124,1018,2337,84,0.905693950177936,27.821428571428573,0.0,1
202,79,3,13,0.3910891089108911,0.2307692307692307,0.0,1
116,29,68,139,0.25,0.4892086330935252,0.0,1
253,1,3,0,0.0039525691699604,inf,0.0,1
1284,783,65,38,0.6098130841121495,1.7105263157894737,0.1764705882352941,1
2001,1810,549,57,0.9045477261369316,9.63157894736842,0.0,1
53,6,9,7,0.1132075471698113,1.2857142857142858,0.1111111111111111,1
1271,418,101,9,0.3288749016522423,11.22222222222222,0.1764705882352941,1
976,339,10,23,0.3473360655737705,0.4347826086956521,0.1,1
4866,4520,1418,196,0.9288943690916563,7.23469387755102,0.2085561497326203,1
824,130,47,15,0.1577669902912621,3.1333333333333333,0.0851063829787234,1
811,17,5,0,0.0209617755856966,inf,0.2,1
1340,303,3,22,0.2261194029850746,0.1363636363636363,0.0,1
1643,312,1174,68,0.1898965307364577,17.264705882352942,0.0,1
939,29,5,0,0.0308839190628328,inf,0.2,1
2001,83,40,3,0.041479260369815,13.333333333333334,0.0,1
881,70,2,3,0.079455164585698,0.6666666666666666,0.0,1
162,66,24,5,0.4074074074074074,4.8,0.0,1
406,14,4,0,0.0344827586206896,inf,0.0,1
693,984,276,40,1.41991341991342,6.9,0.0,1
2080,2028,10286,107,0.975,96.13084112149532,0.0103626943005181,1
1236,242,1891,35,0.1957928802588996,54.02857142857143,0.005,1
316,57,325,4,0.180379746835443,81.25,0.0,1
184,3,2,0,0.0163043478260869,inf,0.5,1
522,69,9,2,0.132183908045977,4.5,0.0,1
1121,273,27,9,0.2435325602140945,3.0,0.24,1
515,56,9,2,0.1087378640776699,4.5,0.1111111111111111,1
650,85,8,8,0.1307692307692307,1.0,0.0,1
1639,347,1,8,0.2117144600366076,0.125,0.0,1
502,79,11,2,0.1573705179282868,5.5,0.0,1
570,61,32,181,0.1070175438596491,0.1767955801104972,0.03125,1
687,288,16,13,0.4192139737991266,1.2307692307692308,0.0,1
392,8,3,0,0.0204081632653061,inf,0.3333333333333333,1
664,21,650,33,0.0316265060240963,19.696969696969692,0.0,1
1871,187,191,46,0.099946552645644,4.152173913043479,0.0,1
622,166,23,9,0.2668810289389067,2.555555555555556,0.0,1
1011,82,106,38,0.0811078140454995,2.789473684210526,0.0,1
479,410,486,134,0.8559498956158664,3.626865671641791,0.0,1
585,165,14,11,0.282051282051282,1.2727272727272727,0.1428571428571428,1
1155,100,65,10,0.0865800865800865,6.5,0.0,1
109,2,140,0,0.018348623853211,inf,0.0,1
856,102,293,6,0.1191588785046729,48.833333333333336,0.0,1
238,97,9,125,0.407563025210084,0.072,0.3333333333333333,1
1300,638,3,5,0.4907692307692308,0.6,0.0,1
248,42,70,7,0.1693548387096774,10.0,0.0285714285714285,1
862,487,332,25,0.5649651972157773,13.28,0.5303030303030303,1
1001,104,10,1,0.1038961038961039,10.0,0.0,1
407,454,10764,113,1.1154791154791155,95.2566371681416,1.3978494623655917,1
298,25,5,13,0.0838926174496644,0.3846153846153846,0.0,1
979,465,307,10,0.4749744637385086,30.7,0.005,1
249,42,1,0,0.1686746987951807,inf,0.0,1
148,17,14,0,0.1148648648648648,inf,0.0,1
2001,488,69,19,0.2438780609695152,3.631578947368421,0.0,1
240,96,204,178,0.4,1.146067415730337,0.1157894736842105,1
1170,708,474,99,0.6051282051282051,4.787878787878788,0.03,1
404,72,13,2,0.1782178217821782,6.5,0.0,1
628,534,28,36,0.8503184713375797,0.7777777777777778,0.074074074074074,1
536,557,6,19,1.039179104477612,0.3157894736842105,0.1666666666666666,1
1685,737,94,6,0.4373887240356083,15.666666666666666,0.053763440860215,1
1038,253,9,61,0.2437379576107899,0.1475409836065573,0.0,1
909,203,13,5,0.2233223322332233,2.6,0.3846153846153846,1
797,86,5,21,0.1079046424090338,0.238095238095238,0.0,1
359,25,4,0,0.0696378830083565,inf,0.0,1
151,48,59,180,0.3178807947019867,0.3277777777777778,0.0,1
303,0,1,0,0.0,inf,0.0,1
91,10,6,0,0.1098901098901098,inf,0.1666666666666666,1
218,84,13,3,0.3853211009174312,4.333333333333333,0.0,1
312,128,7,12,0.4102564102564102,0.5833333333333334,0.0,1
1279,1014,13,31,0.7928068803752932,0.4193548387096774,0.2727272727272727,1
280,33,9,0,0.1178571428571428,inf,0.0,1
354,121,34,113,0.3418079096045198,0.3008849557522124,0.1818181818181818,1
436,68,8,8,0.1559633027522936,1.0,0.0,1
571,9,1,4,0.0157618213660245,0.25,0.0,1
1737,290,15,27,0.1669545192861255,0.5555555555555556,0.6428571428571429,1
651,337,112,9,0.5176651305683564,12.444444444444445,0.0,1
1535,1341,374,74,0.8736156351791531,5.054054054054054,0.0,1
212,49,21,2,0.2311320754716981,10.5,0.0,1
428,19,1,0,0.0443925233644859,inf,0.0,1
150,1,4,0,0.0066666666666666,inf,0.0,1
1221,832,390,21,0.6814086814086814,18.571428571428573,0.0,1
777,113,5,4,0.1454311454311454,1.25,0.0,1
312,95,34,1,0.3044871794871794,34.0,0.0,1
1029,254,146,27,0.2468415937803693,5.407407407407407,0.225,1
913,304,453,16,0.3329682365826944,28.3125,0.0050251256281407,1
612,284,131,6,0.4640522875816993,21.83333333333333,0.0,1
574,26,9,2,0.0452961672473867,4.5,0.1111111111111111,1
881,284,28,5,0.322360953461975,5.6,1.4230769230769231,1
300,1,1,0,0.0033333333333333,inf,0.0,1
555,6,3,0,0.0108108108108108,inf,0.0,1
773,190,17,5,0.2457956015523932,3.4,1.411764705882353,1
306,1183,103,74,3.866013071895425,1.391891891891892,0.0,1
766,270,24,11,0.3524804177545692,2.1818181818181817,0.0,1
456,156,17,11,0.3421052631578947,1.5454545454545454,0.0,1
1659,273,41,26,0.1645569620253164,1.5769230769230769,0.0,1
92,3,4,11,0.0326086956521739,0.3636363636363636,0.0,1
133,3,16,0,0.0225563909774436,inf,0.0,1
1220,860,43,15,0.7049180327868853,2.8666666666666667,0.0,1
750,163,20,4,0.2173333333333333,5.0,1.368421052631579,1
482,359,191,201,0.7448132780082988,0.9502487562189056,0.0052356020942408,1
540,230,38,6,0.4259259259259259,6.333333333333333,0.3421052631578947,1
1251,1103,1606,70,0.8816946442845723,22.942857142857143,0.0,1
736,182,15,4,0.2472826086956521,3.75,0.7857142857142857,1
1175,415,10,10,0.3531914893617021,1.0,0.0,1
727,10,10,0,0.0137551581843191,inf,0.0,1
836,323,90,3,0.3863636363636363,30.0,0.0,1
29,2,9,24,0.0689655172413793,0.375,1.0,1
2001,349,19990,112,0.1744127936031984,178.48214285714286,0.0,1
807,136,29,4,0.1685254027261462,7.25,1.0357142857142858,1
271,126,19,4,0.4649446494464944,4.75,0.0,1
812,337,27,50,0.4150246305418719,0.54,0.0,1
830,144,13,4,0.1734939759036144,3.25,1.5384615384615383,1
1416,747,715,137,0.527542372881356,5.218978102189781,0.155440414507772,1
1581,1223,137,19,0.7735610373181531,7.2105263157894735,0.0379746835443038,1
142,71,16,123,0.5,0.1300813008130081,0.125,1
2767,2539,55,45,0.9176002891217926,1.2222222222222223,0.0181818181818181,1
1073,183,843,142,0.1705498602050326,5.936619718309859,0.0,1
517,45,88,2,0.0870406189555125,44.0,0.0,1
1103,786,78,70,0.7126019945602902,1.1142857142857143,0.0,1
108,1,1,0,0.0092592592592592,inf,0.0,1
1528,725,159,172,0.4744764397905759,0.9244186046511628,0.1594202898550724,1
500,73,1,0,0.146,inf,0.0,1
2721,2610,3,137,0.9592061742006616,0.0218978102189781,0.0,1
1805,855,176,47,0.4736842105263157,3.74468085106383,0.0,1
1696,501,59,28,0.2954009433962264,2.107142857142857,0.0,1
297,171,593,141,0.5757575757575758,4.205673758865248,0.705,1
821,549,18,17,0.6686967113276492,1.0588235294117647,0.0,1
318,51,5,1,0.160377358490566,5.0,0.0,1
389,30,102,35,0.0771208226221079,2.914285714285714,0.0,1
1278,983,211,13,0.769170579029734,16.23076923076923,0.0,1
1356,1164,76,43,0.8584070796460177,1.7674418604651163,0.5394736842105263,1
8835,8120,1772,199,0.9190718732314658,8.904522613065327,0.0,1
7886,7237,2479,203,0.9177022571645956,12.21182266009852,0.0,1
317,128,9,4,0.4037854889589905,2.25,0.0,1
1845,391,10,25,0.2119241192411924,0.4,0.0,1
564,110,13,2,0.1950354609929078,6.5,0.0,1
617,110,71,3,0.1782820097244732,23.666666666666668,0.0,1
1256,963,977,69,0.76671974522293,14.159420289855072,0.045,1
1193,114,2,2,0.0955574182732606,1.0,0.0,1
789,75,19,5,0.0950570342205323,3.8,0.2105263157894736,1
303,26,38,0,0.0858085808580858,inf,0.0,1
507,100,6,5,0.1972386587771203,1.2,0.0,1
831,43,92,0,0.0517448856799037,inf,0.0,1
1971,477,801,186,0.2420091324200913,4.306451612903226,0.0261780104712041,1
1681,1234,529,16,0.7340868530636526,33.0625,0.01,1
1434,180,6,6,0.1255230125523012,1.0,0.0,1
1764,418,27,41,0.2369614512471655,0.6585365853658537,0.037037037037037,1
585,347,99,4,0.5931623931623932,24.75,0.0,1
671,634,349,60,0.9448584202682564,5.816666666666666,0.0,1
2081,1900,6187,70,0.913022585295531,88.38571428571429,0.0,1
162,48,91,12,0.2962962962962963,7.583333333333333,0.3406593406593406,1
1365,1824,5725,142,1.3362637362637362,40.316901408450704,0.6878612716763006,1
539,102,14,5,0.1892393320964749,2.8,0.0,1
286,39,23,1,0.1363636363636363,23.0,0.0434782608695652,1
1307,505,106,14,0.3863810252486611,7.571428571428571,0.0,1
1688,1350,2581,75,0.7997630331753555,34.413333333333334,0.0,1
411,45,14,6,0.1094890510948905,2.333333333333333,0.0,1
717,131,56,16,0.1827057182705718,3.5,0.0,1
1911,320,488,46,0.1674515960230246,10.608695652173912,0.0111111111111111,1
1237,179,143,73,0.1447049312853678,1.9589041095890407,0.0,1
109,7,6,12,0.0642201834862385,0.5,0.1666666666666666,1
719,397,207,66,0.5521557719054242,3.136363636363636,0.0,1
116,11,3,1,0.0948275862068965,3.0,0.6666666666666666,1
384,108,40,6,0.28125,6.666666666666667,0.0,1
805,186,498,66,0.231055900621118,7.545454545454546,0.0,1
853,209,355,48,0.2450175849941383,7.395833333333333,0.0,1
346,6,2,12,0.0173410404624277,0.1666666666666666,1.0,1
2297,2092,11,27,0.910753156290814,0.4074074074074074,0.5454545454545454,1
198,0,1,2,0.0,0.5,0.0,1
124,1,1,2,0.0080645161290322,0.5,0.0,1
1325,693,8719,71,0.5230188679245283,122.80281690140843,0.0,1
975,193,2,5,0.1979487179487179,0.4,0.0,1
611,113,2,4,0.1849427168576104,0.5,0.0,1
191,1,1,0,0.0052356020942408,inf,0.0,1
616,381,1910,90,0.6185064935064936,21.22222222222222,0.005,1
1446,1099,156,40,0.760027662517289,3.9,0.0128205128205128,1
4218,3986,967,164,0.9449976292081556,5.896341463414634,0.0,1
718,351,88,9,0.4888579387186629,9.77777777777778,0.034090909090909,1
251,51,2,6,0.2031872509960159,0.3333333333333333,0.0,1
1999,270,1481,74,0.1350675337668834,20.013513513513512,0.0,1
1073,295,23,30,0.2749301025163094,0.7666666666666667,0.5909090909090909,1
511,96,1,1,0.1878669275929549,1.0,0.0,1
1826,658,2694,21,0.3603504928806134,128.28571428571428,0.0,1
849,56,10,3,0.0659599528857479,3.333333333333333,0.0,1
1881,937,40,15,0.4981392876129718,2.6666666666666665,0.0,1
1775,1412,3,133,0.7954929577464789,0.0225563909774436,0.0,1
257,32,129,161,0.1245136186770428,0.8012422360248447,0.7952755905511811,1
786,107,15,3,0.1361323155216285,5.0,1.0666666666666669,1
192,196,43,11,1.0208333333333333,3.909090909090909,0.1860465116279069,1
503,65,11,0,0.1292246520874751,inf,0.0,1
117,6,17,0,0.0512820512820512,inf,0.6470588235294118,1
738,748,2,163,1.013550135501355,0.0122699386503067,0.0,1
98,1,1,0,0.010204081632653,inf,0.0,1
159,15,601,20,0.0943396226415094,30.05,0.0,1
689,107,39,25,0.1552975326560232,1.56,0.7692307692307693,1
848,743,53,45,0.8761792452830188,1.1777777777777778,0.12,1
1695,593,68,24,0.3498525073746312,2.833333333333333,0.0,1
672,217,17,5,0.3229166666666667,3.4,0.6875,1
44,8,27,3,0.1818181818181818,9.0,0.4444444444444444,1
506,297,14,16,0.5869565217391305,0.875,0.0,1
588,244,31,49,0.4149659863945578,0.6326530612244898,0.0588235294117647,1
205,52,75,35,0.2536585365853658,2.142857142857143,0.0,1
1002,786,854,203,0.7844311377245509,4.206896551724138,0.41,1
97,0,2,0,0.0,inf,0.0,1
595,75,48,4,0.1260504201680672,12.0,0.0,1
71,9,75,29,0.1267605633802817,2.586206896551724,0.0,1
830,98,71,7,0.1180722891566265,10.142857142857142,0.0,1
163,162,246,169,0.9938650306748468,1.455621301775148,1.1827411167512691,1
193,16,6,51,0.082901554404145,0.1176470588235294,0.6666666666666666,1
368,64,4,2,0.1739130434782608,2.0,0.0,1
659,406,179,132,0.6160849772382397,1.356060606060606,0.0167597765363128,1
847,152,7,7,0.179456906729634,1.0,0.0,1
93,6,4,1,0.064516129032258,4.0,0.0,1
174,0,5,5,0.0,1.0,0.0,1
109,5,3,1,0.0458715596330275,3.0,0.0,1
172,11,1,21,0.063953488372093,0.0476190476190476,0.0,1
500,57,11,3,0.114,3.6666666666666665,0.0,1
855,238,11,7,0.2783625730994152,1.5714285714285714,0.0,1
455,55,19,3,0.1208791208791208,6.333333333333333,0.0,1
295,9,3,2,0.0305084745762711,1.5,0.3333333333333333,1
1632,1283,48,6,0.7861519607843137,8.0,0.0,1
258,119,806,165,0.4612403100775193,4.884848484848485,0.7437185929648241,1
1062,746,271,104,0.7024482109227872,2.605769230769231,0.0,1
2983,2905,2450,124,0.9738518270197788,19.758064516129032,0.2060301507537688,1
375,12,129,0,0.032,inf,0.0,1
2449,2227,406,178,0.9093507554103716,2.2808988764044944,0.2659574468085106,1
333,34,209,17,0.1021021021021021,12.294117647058824,0.02,1
1938,194,192,7,0.1001031991744066,27.428571428571427,0.015625,1
594,64,12,1,0.1077441077441077,12.0,0.0,1
801,76,1,10,0.0948813982521847,0.1,0.0,1
146,55,190,5,0.3767123287671233,38.0,0.0052631578947368,1
210,58,263,8,0.2761904761904762,32.875,0.0,1
233,54,244,8,0.2317596566523605,30.5,0.005,1
1358,482,2246,59,0.3549337260677467,38.067796610169495,0.0,1
541,78,2,10,0.144177449168207,0.2,0.0,1
265,172,1450,140,0.6490566037735849,10.357142857142858,0.8324607329842932,1
978,416,1852,57,0.4253578732106339,32.49122807017544,0.0,1
562,12,5,15,0.0213523131672597,0.3333333333333333,0.0,1
1045,404,1925,56,0.3866028708133971,34.375,0.01,1
99,101,136,5,1.02020202020202,27.2,0.0,1
1185,444,776,16,0.3746835443037974,48.5,0.005,1
559,392,800,176,0.7012522361359571,4.545454545454546,0.4141414141414141,1
530,292,822,149,0.5509433962264151,5.516778523489933,0.0,1
1423,846,117,140,0.5945186226282502,0.8357142857142857,0.1367521367521367,1
36,1,6,0,0.0277777777777777,inf,0.0,1
1197,252,19,3,0.2105263157894736,6.333333333333333,0.0,1
40,0,1,0,0.0,inf,0.0,1
93,23,76,0,0.2473118279569892,inf,0.986842105263158,1
544,257,73,197,0.4724264705882353,0.3705583756345177,0.5972222222222222,1
294,165,134,6,0.5612244897959183,22.33333333333333,0.0,1
91,13,3,34,0.1428571428571428,0.088235294117647,0.0,1
217,2,1,0,0.0092165898617511,inf,0.0,1
1153,819,7,4,0.7103209019947961,1.75,0.0,1
2000,1577,146,34,0.7885,4.294117647058823,0.0,1
89,33,11,6,0.3707865168539326,1.8333333333333333,0.0,1
279,134,185,16,0.4802867383512544,11.5625,0.4756756756756757,1
609,263,104,4,0.4318555008210181,26.0,0.0,1
372,12,26,11,0.032258064516129,2.363636363636364,0.0,1
241,44,9,3,0.1825726141078838,3.0,0.0,1
1145,663,377,57,0.5790393013100437,6.614035087719298,0.0,1
215,39,50,2,0.1813953488372093,25.0,0.0,1
242,2,6,0,0.0082644628099173,inf,0.0,1
285,100,140,1,0.3508771929824561,140.0,0.0,1
973,108,3,3,0.1109969167523124,1.0,0.0,1
727,135,4,7,0.1856946354883081,0.5714285714285714,0.0,1
338,25,5,0,0.0739644970414201,inf,0.0,1
1661,378,8,16,0.2275737507525587,0.5,0.0,1
1763,183,4,2,0.1038003403289846,2.0,0.0,1
280,51,513,50,0.1821428571428571,10.26,0.13,1
415,0,2,0,0.0,inf,0.0,1
1113,192,1,2,0.1725067385444744,0.5,0.0,1
1253,346,19,2,0.2761372705506784,9.5,0.0,1
112,38,17,16,0.3392857142857143,1.0625,0.0588235294117647,1
244,98,18,7,0.4016393442622951,2.571428571428572,0.0,1
835,631,37,32,0.755688622754491,1.15625,0.027027027027027,1
129,17,20,5,0.1317829457364341,4.0,0.0,1
517,39,64,1,0.0754352030947775,64.0,0.0,1
412,65,42,33,0.1577669902912621,1.2727272727272727,0.0,1
7547,7907,278,102,1.0477010732741487,2.7254901960784315,0.005,1
1349,676,256,7,0.5011119347664937,36.57142857142857,0.0,1
642,167,318,14,0.2601246105919003,22.714285714285715,0.0614525139664804,1
510,452,322,11,0.8862745098039215,29.272727272727277,0.01,1
1243,337,189,36,0.2711182622687047,5.25,0.0320855614973262,1
66,17,35,7,0.2575757575757575,5.0,0.0,1
2000,1366,1913,42,0.683,45.54761904761905,0.0,1
588,417,6,74,0.7091836734693877,0.081081081081081,0.0,1
688,223,581,18,0.3241279069767442,32.27777777777778,0.0,1
1003,194,289,5,0.193419740777667,57.8,0.0,1
416,215,74,6,0.5168269230769231,12.333333333333334,0.0,1
1002,642,314,5,0.6407185628742516,62.8,0.01,1
1651,352,87,144,0.2132041187159297,0.6041666666666666,0.0,1
506,73,53,31,0.1442687747035573,1.7096774193548387,0.0,1
198,41,1,8,0.207070707070707,0.125,0.0,1
630,123,1,9,0.1952380952380952,0.1111111111111111,0.0,1
1015,824,18211,133,0.8118226600985222,136.9248120300752,0.005,1
